class,stream,favorite_subject,interest,skill,overall_marks,math_score,science_score,english_score,logical_reasoning,communication_skill,creativity_score,recommended_career
12,Science,Mathematics,Technology,Programming,58,72,64,69,7,8,2,Data Scientist
11,Science,Biology,Healthcare,Communication,84,74,57,74,6,7,7,Doctor
11,Science,Computer Science,Technology,Programming,64,66,63,76,9,4,5,Data Scientist
12,Science,Mathematics,Technology,Programming,84,86,84,51,5,5,2,Software Engineer
11,Science,Computer Science,Technology,Analysis,90,75,85,40,2,6,2,Data Scientist
11,Science,Mathematics,Programming,Problem Solving,75,63,66,61,5,1,4,Software Engineer
11,Arts,Political Science,Government,Leadership,63,84,89,58,6,5,7,Civil Services
11,Commerce,Business Studies,Business,Communication,58,47,95,42,8,9,10,Business Manager
12,Commerce,Economics,Finance,Mathematics,72,88,57,84,4,1,4,Chartered Accountant
11,Commerce,Business Studies,Business,Leadership,85,92,56,64,6,8,2,Business Manager
12,Commerce,Business Studies,Business,Communication,68,88,93,46,1,5,3,Business Manager
11,Arts,History,Writing,Writing,77,52,99,57,7,2,2,Journalist
11,Science,Mathematics,Engineering,Problem Solving,93,48,59,71,6,8,10,Engineer
12,Commerce,Mathematics,Finance,Analysis,78,99,68,58,8,10,3,Financial Analyst
11,Arts,English,Design,Creativity,78,74,79,52,9,9,9,Graphic Designer
11,Commerce,Business Studies,Management,Leadership,65,90,60,86,1,6,1,Business Manager
11,Science,Biology,Healthcare,Research,74,46,52,85,2,9,10,Doctor
11,Commerce,Economics,Finance,Analysis,61,45,96,49,7,5,10,Financial Analyst
12,Arts,History,Government,Leadership,55,57,84,82,3,3,6,Civil Services
12,Science,Chemistry,Healthcare,Research,89,82,78,41,4,4,10,Doctor
12,Commerce,Mathematics,Finance,Analysis,85,87,49,81,1,7,8,Financial Analyst
11,Science,Computer Science,Technology,Programming,88,99,66,41,2,2,6,Data Scientist
11,Arts,English,Writing,Communication,81,55,66,49,8,3,4,Journalist
12,Arts,History,Government,Leadership,85,62,96,78,6,7,5,Civil Services
11,Commerce,Economics,Finance,Mathematics,77,54,78,85,7,5,5,Financial Analyst
11,Arts,English,Writing,Communication,93,83,66,77,10,5,7,Journalist
12,Science,Computer Science,Technology,Analysis,77,77,42,81,5,9,9,Data Scientist
11,Science,Computer Science,Technology,Problem Solving,76,99,43,52,2,6,5,Software Engineer
12,Arts,English,Writing,Communication,96,94,94,52,6,3,5,Journalist
12,Science,Computer Science,Artificial Intelligence,Analysis,76,50,72,73,5,9,10,Data Scientist
11,Arts,Political Science,Government,Leadership,66,53,86,79,3,7,4,Civil Services
11,Commerce,Accountancy,Finance,Mathematics,61,79,97,62,3,5,8,Chartered Accountant
12,Arts,History,Writing,Writing,62,54,50,57,9,10,5,Journalist
11,Commerce,Economics,Finance,Analysis,68,97,50,74,3,8,6,Financial Analyst
11,Science,Computer Science,Technology,Analysis,96,83,70,94,3,2,4,Data Scientist
12,Arts,History,Government,Research,64,83,63,56,2,10,7,Civil Services
11,Science,Biology,Healthcare,Research,85,90,97,80,8,6,9,Doctor
11,Arts,English,Writing,Writing,80,57,53,40,3,7,10,Journalist
12,Arts,English,Design,Creativity,94,71,78,64,10,3,4,Graphic Designer
11,Arts,History,Writing,Communication,61,46,87,55,7,2,6,Journalist
12,Commerce,Business Studies,Management,Leadership,68,94,100,52,4,5,5,Business Manager
12,Arts,English,Writing,Writing,79,88,79,99,9,3,7,Journalist
11,Science,Computer Science,Technology,Problem Solving,91,72,83,80,8,4,9,Software Engineer
12,Commerce,Business Studies,Management,Communication,79,100,61,41,3,6,4,Business Manager
12,Science,Mathematics,Engineering,Problem Solving,77,91,99,41,10,6,7,Engineer
12,Science,Biology,Healthcare,Research,84,44,62,78,2,4,5,Doctor
12,Arts,English,Design,Creativity,55,97,98,89,3,5,4,Graphic Designer
11,Commerce,Economics,Finance,Mathematics,99,62,84,49,8,5,1,Financial Analyst
11,Arts,English,Writing,Communication,100,55,43,95,2,2,9,Journalist
12,Commerce,Economics,Finance,Mathematics,79,40,74,64,4,6,1,Chartered Accountant
11,Arts,Political Science,Government,Research,65,77,43,95,4,3,7,Civil Services
12,Arts,English,Writing,Writing,74,50,57,90,10,4,10,Journalist
12,Science,Chemistry,Healthcare,Communication,58,72,83,69,9,7,10,Doctor
12,Commerce,Business Studies,Management,Leadership,64,74,98,50,6,8,7,Business Manager
12,Science,Biology,Healthcare,Communication,63,49,42,84,7,9,7,Doctor
11,Science,Biology,Healthcare,Communication,64,89,95,93,6,10,6,Doctor
12,Commerce,Business Studies,Business,Communication,97,91,41,99,1,7,9,Business Manager
12,Commerce,Mathematics,Finance,Analysis,73,64,84,61,5,3,4,Financial Analyst
12,Science,Biology,Healthcare,Research,98,58,75,98,5,2,4,Doctor
12,Arts,English,Writing,Writing,56,96,40,75,8,6,2,Journalist
12,Science,Computer Science,Technology,Programming,92,64,99,98,10,10,2,Data Scientist
12,Commerce,Business Studies,Management,Leadership,73,99,45,82,3,9,7,Business Manager
12,Commerce,Economics,Finance,Analysis,75,100,62,73,7,6,6,Financial Analyst
11,Science,Mathematics,Programming,Problem Solving,96,75,71,68,7,5,6,Software Engineer
12,Arts,English,Design,Creativity,87,92,57,68,2,7,3,Graphic Designer
12,Science,Chemistry,Healthcare,Communication,86,53,99,100,9,3,1,Doctor
12,Science,Computer Science,Artificial Intelligence,Programming,80,97,46,63,3,10,10,Data Scientist
12,Commerce,Business Studies,Business,Leadership,77,92,54,81,6,8,1,Business Manager
11,Science,Mathematics,Engineering,Problem Solving,99,89,40,53,8,5,5,Engineer
12,Science,Physics,Engineering,Mathematics,62,85,42,96,7,10,10,Engineer
11,Science,Biology,Healthcare,Research,61,75,90,62,8,6,1,Doctor
12,Arts,English,Design,Creativity,70,79,40,89,6,7,6,Graphic Designer
11,Arts,History,Government,Leadership,74,50,72,90,2,3,6,Civil Services
11,Science,Physics,Engineering,Mathematics,76,71,95,77,5,4,9,Engineer
12,Commerce,Business Studies,Management,Leadership,81,82,78,93,3,4,1,Business Manager
12,Arts,History,Writing,Writing,72,76,47,89,6,6,8,Journalist
11,Arts,English,Design,Creativity,85,77,53,51,9,1,1,Graphic Designer
11,Commerce,Accountancy,Finance,Analysis,88,60,41,90,1,6,9,Chartered Accountant
11,Science,Biology,Healthcare,Communication,60,52,79,86,1,2,6,Doctor
12,Commerce,Economics,Finance,Mathematics,85,77,67,64,7,9,5,Financial Analyst
11,Arts,English,Design,Creativity,61,42,71,65,10,5,5,Graphic Designer
11,Arts,Political Science,Government,Research,100,78,44,40,8,6,5,Civil Services
12,Science,Mathematics,Engineering,Problem Solving,62,93,86,45,1,6,1,Engineer
11,Science,Mathematics,Technology,Programming,91,57,75,86,2,2,1,Data Scientist
12,Arts,History,Writing,Writing,78,60,83,89,4,5,6,Journalist
12,Arts,Political Science,Government,Research,98,72,49,86,7,10,6,Civil Services
12,Commerce,Mathematics,Finance,Analysis,88,94,89,93,6,4,5,Financial Analyst
12,Arts,English,Design,Creativity,86,45,97,78,9,8,3,Graphic Designer
12,Arts,English,Writing,Communication,79,70,95,74,2,5,6,Journalist
12,Commerce,Economics,Finance,Analysis,55,89,47,66,3,9,10,Chartered Accountant
12,Science,Physics,Engineering,Problem Solving,81,87,46,84,1,3,3,Engineer
12,Commerce,Business Studies,Management,Communication,61,62,87,88,3,2,2,Business Manager
11,Arts,English,Design,Creativity,91,86,86,97,10,6,4,Graphic Designer
12,Commerce,Economics,Finance,Analysis,95,52,44,52,7,8,5,Chartered Accountant
12,Commerce,Business Studies,Management,Leadership,67,89,83,93,8,6,2,Business Manager
11,Commerce,Economics,Finance,Analysis,92,73,97,62,5,5,6,Financial Analyst
12,Science,Mathematics,Programming,Problem Solving,83,51,85,65,5,4,5,Software Engineer
11,Arts,History,Government,Research,73,54,60,74,9,1,3,Civil Services
12,Commerce,Mathematics,Finance,Mathematics,85,51,68,97,5,3,7,Financial Analyst
12,Commerce,Economics,Finance,Analysis,91,89,52,88,4,8,10,Chartered Accountant
11,Arts,English,Design,Creativity,85,91,60,59,7,9,2,Graphic Designer
12,Science,Biology,Healthcare,Research,90,79,59,51,9,6,2,Doctor
12,Arts,English,Design,Creativity,99,94,95,97,3,1,4,Graphic Designer
12,Commerce,Business Studies,Business,Communication,85,50,53,81,5,8,6,Business Manager
11,Arts,History,Writing,Writing,56,59,100,68,4,1,2,Journalist
12,Arts,Political Science,Government,Research,100,57,89,98,3,3,2,Civil Services
11,Arts,English,Writing,Writing,96,50,97,51,8,8,7,Journalist
12,Science,Mathematics,Technology,Problem Solving,98,53,76,85,2,5,3,Software Engineer
12,Science,Physics,Engineering,Problem Solving,95,78,72,87,8,1,10,Engineer
12,Commerce,Economics,Finance,Analysis,60,90,79,96,4,3,8,Financial Analyst
11,Arts,English,Design,Creativity,97,92,82,46,5,3,8,Graphic Designer
11,Commerce,Accountancy,Finance,Mathematics,63,74,94,68,3,3,4,Chartered Accountant
11,Science,Chemistry,Healthcare,Communication,83,55,76,72,2,3,10,Doctor
11,Commerce,Accountancy,Finance,Analysis,95,54,74,83,1,5,4,Chartered Accountant
11,Commerce,Business Studies,Business,Communication,71,55,98,61,6,8,10,Business Manager
11,Commerce,Economics,Finance,Analysis,69,80,44,40,5,3,3,Chartered Accountant
11,Commerce,Economics,Finance,Analysis,73,80,41,77,1,7,5,Financial Analyst
11,Arts,History,Writing,Communication,64,73,74,55,5,9,1,Journalist
11,Arts,English,Design,Creativity,94,65,57,52,8,9,3,Graphic Designer
12,Science,Computer Science,Technology,Problem Solving,59,81,41,86,10,2,2,Software Engineer
11,Commerce,Business Studies,Management,Leadership,57,84,89,48,5,2,4,Business Manager
11,Arts,English,Design,Creativity,57,96,72,43,6,1,3,Graphic Designer
12,Commerce,Mathematics,Finance,Mathematics,79,42,82,85,3,6,8,Financial Analyst
11,Commerce,Economics,Finance,Analysis,64,47,63,93,7,7,3,Financial Analyst
12,Arts,English,Design,Creativity,91,70,82,65,8,7,10,Graphic Designer
11,Science,Computer Science,Technology,Analysis,61,78,79,69,1,6,6,Data Scientist
12,Arts,History,Writing,Writing,56,54,90,54,3,2,10,Journalist
12,Commerce,Accountancy,Finance,Analysis,74,87,54,94,9,4,10,Chartered Accountant
11,Science,Biology,Healthcare,Communication,76,80,61,47,6,3,6,Doctor
12,Science,Biology,Healthcare,Communication,98,44,80,93,9,6,8,Doctor
12,Science,Mathematics,Programming,Problem Solving,67,63,65,45,4,4,2,Software Engineer
11,Science,Physics,Engineering,Mathematics,78,93,59,44,4,4,5,Engineer
12,Commerce,Accountancy,Finance,Mathematics,82,45,54,85,4,1,7,Chartered Accountant
12,Science,Computer Science,Technology,Problem Solving,98,62,93,71,1,9,6,Software Engineer
12,Commerce,Business Studies,Business,Leadership,78,72,81,72,1,10,3,Business Manager
12,Arts,English,Design,Creativity,86,85,57,59,6,5,1,Graphic Designer
11,Arts,History,Government,Leadership,93,77,87,86,9,5,4,Civil Services
12,Science,Computer Science,Artificial Intelligence,Analysis,79,61,96,94,5,3,4,Data Scientist
12,Science,Mathematics,Engineering,Mathematics,59,77,95,64,7,5,9,Engineer
11,Commerce,Business Studies,Business,Leadership,58,86,60,97,6,3,1,Business Manager
12,Science,Computer Science,Technology,Programming,82,62,75,58,7,3,7,Software Engineer
12,Commerce,Accountancy,Finance,Mathematics,83,58,59,89,10,1,1,Chartered Accountant
12,Science,Biology,Healthcare,Research,82,73,86,74,4,6,5,Doctor
12,Arts,Political Science,Government,Research,65,48,74,82,8,3,10,Civil Services
11,Science,Mathematics,Engineering,Problem Solving,77,65,48,79,3,8,8,Engineer
11,Arts,History,Government,Leadership,85,86,100,60,5,4,10,Civil Services
12,Commerce,Economics,Finance,Analysis,97,83,50,74,9,8,1,Chartered Accountant
12,Science,Computer Science,Technology,Analysis,83,56,51,59,7,6,5,Data Scientist
12,Commerce,Economics,Finance,Mathematics,69,70,95,95,1,5,6,Financial Analyst
12,Commerce,Economics,Finance,Mathematics,71,78,99,93,6,1,3,Financial Analyst
12,Science,Mathematics,Engineering,Mathematics,78,43,47,71,5,2,9,Engineer
11,Science,Mathematics,Technology,Programming,77,75,77,92,2,9,3,Software Engineer
11,Science,Chemistry,Healthcare,Communication,73,62,100,67,5,6,9,Doctor
11,Commerce,Economics,Finance,Analysis,84,85,98,94,2,4,4,Chartered Accountant
11,Arts,History,Writing,Communication,91,97,83,51,3,5,1,Journalist
12,Science,Mathematics,Technology,Programming,84,58,76,76,6,7,8,Software Engineer
11,Science,Mathematics,Engineering,Problem Solving,93,81,53,43,10,9,10,Engineer
11,Science,Biology,Healthcare,Research,92,93,85,81,6,2,9,Doctor
12,Commerce,Business Studies,Business,Communication,93,42,83,92,7,6,6,Business Manager
12,Science,Mathematics,Engineering,Mathematics,56,51,72,40,1,2,5,Engineer
11,Science,Computer Science,Technology,Programming,89,67,46,60,10,4,3,Data Scientist
11,Arts,English,Design,Creativity,63,68,56,54,4,4,8,Graphic Designer
12,Arts,History,Government,Leadership,76,82,88,83,4,10,2,Civil Services
11,Science,Chemistry,Healthcare,Research,97,63,98,94,9,3,10,Doctor
11,Arts,English,Design,Creativity,60,63,98,78,6,8,7,Graphic Designer
11,Commerce,Economics,Finance,Mathematics,87,49,88,89,3,2,8,Financial Analyst
11,Arts,History,Government,Research,65,64,47,56,1,3,7,Civil Services
12,Science,Computer Science,Technology,Programming,78,87,85,68,9,5,1,Data Scientist
11,Science,Chemistry,Healthcare,Research,90,78,65,98,6,1,8,Doctor
12,Arts,Political Science,Government,Research,81,50,72,44,4,4,9,Civil Services
12,Commerce,Business Studies,Business,Communication,82,90,91,59,8,6,5,Business Manager
12,Science,Computer Science,Technology,Programming,66,62,47,42,2,10,5,Software Engineer
11,Commerce,Business Studies,Business,Leadership,100,50,52,45,10,9,6,Business Manager
12,Arts,Political Science,Government,Research,60,69,79,97,3,3,8,Civil Services
12,Arts,English,Design,Creativity,72,49,69,75,1,6,7,Graphic Designer
11,Arts,English,Design,Creativity,64,41,44,46,6,5,6,Graphic Designer
11,Commerce,Mathematics,Finance,Mathematics,87,48,74,66,1,1,4,Financial Analyst
11,Commerce,Mathematics,Finance,Analysis,93,52,75,76,5,3,2,Financial Analyst
11,Commerce,Economics,Finance,Mathematics,84,40,68,58,6,5,1,Chartered Accountant
11,Science,Mathematics,Technology,Programming,95,80,48,77,1,9,3,Data Scientist
12,Arts,History,Government,Leadership,64,72,42,56,5,2,3,Civil Services
12,Arts,English,Design,Creativity,63,42,56,56,2,3,7,Graphic Designer
11,Commerce,Accountancy,Finance,Analysis,81,54,87,70,2,6,8,Chartered Accountant
12,Arts,Political Science,Government,Research,91,77,55,57,10,9,4,Civil Services
12,Arts,English,Writing,Writing,79,63,51,87,4,8,3,Journalist
11,Science,Biology,Healthcare,Communication,55,96,98,93,1,7,1,Doctor
12,Science,Mathematics,Programming,Programming,87,90,50,54,1,4,6,Software Engineer
11,Commerce,Economics,Finance,Analysis,65,45,86,64,3,5,9,Chartered Accountant
12,Commerce,Economics,Finance,Mathematics,58,54,72,61,10,2,4,Financial Analyst
12,Arts,English,Writing,Writing,59,66,92,75,4,4,5,Journalist
11,Arts,English,Design,Creativity,88,60,89,53,5,9,10,Graphic Designer
11,Science,Computer Science,Technology,Analysis,79,43,62,72,1,10,2,Data Scientist
12,Science,Biology,Healthcare,Communication,73,64,78,75,9,3,8,Doctor
12,Commerce,Business Studies,Management,Communication,68,40,82,47,4,10,3,Business Manager
12,Arts,English,Writing,Communication,93,75,71,40,10,2,6,Journalist
11,Science,Mathematics,Technology,Problem Solving,97,78,84,48,2,2,10,Software Engineer
12,Science,Mathematics,Engineering,Mathematics,55,95,75,100,6,8,10,Engineer
11,Arts,Political Science,Government,Research,73,58,50,83,8,2,4,Civil Services
11,Arts,English,Writing,Writing,98,90,71,89,9,2,3,Journalist
11,Arts,History,Government,Leadership,90,56,93,94,3,5,4,Civil Services
12,Science,Computer Science,Technology,Analysis,62,90,81,83,6,5,5,Data Scientist
12,Science,Mathematics,Technology,Analysis,71,86,75,55,5,7,1,Data Scientist
12,Arts,History,Government,Research,85,69,58,70,3,9,3,Civil Services
12,Arts,English,Design,Creativity,100,85,90,58,9,8,4,Graphic Designer
11,Science,Computer Science,Technology,Programming,84,73,94,88,3,5,5,Software Engineer
12,Commerce,Economics,Finance,Mathematics,63,98,86,52,3,8,1,Chartered Accountant
12,Arts,English,Writing,Communication,88,66,80,96,10,9,4,Journalist
12,Science,Mathematics,Engineering,Problem Solving,59,58,62,53,1,10,7,Engineer
12,Commerce,Economics,Finance,Analysis,56,84,42,89,2,6,3,Financial Analyst
12,Science,Physics,Engineering,Mathematics,95,51,48,73,2,4,4,Engineer
12,Science,Computer Science,Programming,Programming,96,52,97,91,9,9,10,Software Engineer
12,Science,Computer Science,Technology,Problem Solving,90,92,86,72,1,5,1,Software Engineer
12,Arts,English,Design,Creativity,93,87,74,73,8,5,2,Graphic Designer
11,Commerce,Accountancy,Finance,Mathematics,62,69,50,96,9,3,7,Chartered Accountant
11,Science,Mathematics,Artificial Intelligence,Analysis,59,71,45,48,6,3,2,Data Scientist
12,Science,Physics,Engineering,Problem Solving,88,73,99,53,8,2,7,Engineer
11,Commerce,Economics,Finance,Analysis,79,79,42,58,4,1,8,Chartered Accountant
11,Science,Computer Science,Technology,Problem Solving,83,100,53,93,9,6,8,Software Engineer
12,Science,Mathematics,Technology,Programming,60,49,80,74,4,8,4,Software Engineer
11,Commerce,Mathematics,Finance,Analysis,63,95,46,96,9,10,4,Financial Analyst
11,Arts,English,Writing,Writing,61,81,41,61,4,9,3,Journalist
11,Commerce,Economics,Finance,Mathematics,75,45,78,99,9,8,4,Financial Analyst
12,Arts,English,Writing,Writing,94,58,46,92,4,9,5,Journalist
11,Science,Chemistry,Healthcare,Research,86,47,81,75,4,9,3,Doctor
12,Arts,English,Design,Creativity,56,50,73,83,4,7,4,Graphic Designer
12,Commerce,Economics,Finance,Mathematics,64,78,70,95,7,10,4,Financial Analyst
12,Arts,History,Writing,Writing,64,85,88,55,5,7,6,Journalist
11,Arts,Political Science,Government,Research,90,47,42,59,7,6,6,Civil Services
12,Commerce,Economics,Finance,Mathematics,80,40,92,90,5,5,8,Financial Analyst
12,Science,Mathematics,Engineering,Problem Solving,61,70,81,91,6,9,6,Engineer
11,Commerce,Economics,Finance,Analysis,95,54,48,52,2,7,7,Financial Analyst
11,Science,Mathematics,Technology,Programming,72,49,80,53,4,4,8,Software Engineer
12,Arts,History,Government,Research,66,71,80,96,2,9,7,Civil Services
12,Commerce,Economics,Finance,Analysis,97,91,60,47,10,10,2,Financial Analyst
12,Arts,Political Science,Government,Leadership,64,85,61,41,2,5,1,Civil Services
12,Arts,English,Design,Creativity,91,57,96,88,8,1,8,Graphic Designer
11,Arts,History,Government,Leadership,68,87,76,59,2,5,9,Civil Services
11,Science,Biology,Healthcare,Research,90,83,51,67,6,9,3,Doctor
11,Commerce,Economics,Finance,Analysis,79,49,50,60,2,9,2,Financial Analyst
11,Science,Chemistry,Healthcare,Research,92,54,53,79,4,8,1,Doctor
12,Science,Mathematics,Technology,Programming,94,64,94,99,4,1,1,Software Engineer
